ID,Year,Impact.factor,Peer.reviewed,Acoustic.Indices,Taxonomic.group,Environment,Biodiversity.parameter,Diversity.source,Pseudoreplication,Pseudoreplication.type,sample.size,Adjusted.sample.size,Independence,Statistical_test,R2,r,MSE,st_error,t,F,df,Significacion,slope,confidence _interval
2740,2017,3.98,YES,AEI,birds,T,diversity,no_acoustic,NO,NA,47,47,1,pearson,NA,-0.39,NA,NA,NA,NA,NA,NA,NA,NA
2740,2017,3.98,YES,AEI,birds,T,diversity,no_acoustic,NO,NA,47,47,2,pearson,NA,-0.61,NA,NA,NA,NA,NA,NA,NA,NA
2740,2017,3.98,YES,AEI,birds,T,diversity,no_acoustic,NO,NA,50,50,3,pearson,NA,-0.46,NA,NA,NA,NA,NA,NA,NA,NA
2740,2017,3.98,YES,AEI,birds,T,richness,no_acoustic,NO,NA,10,10,4,pearson,NA,-0.58,0.18,NA,NA,NA,NA,NA,NA,NA
2740,2017,3.98,YES,AEI,birds,T,richness,no_acoustic,NO,NA,10,10,5,pearson,NA,-0.59,0.18,NA,NA,NA,NA,NA,NA,NA
2740,2017,3.98,YES,AEI,birds,T,richness,no_acoustic,NO,NA,10,10,6,pearson,NA,-0.59,0.19,NA,NA,NA,NA,NA,NA,NA
2740,2017,3.98,YES,AEI,birds,T,richness,no_acoustic,NO,NA,10,10,7,pearson,NA,-0.59,0.18,NA,NA,NA,NA,NA,NA,NA
2740,2017,3.98,YES,AEI,birds,T,richness,no_acoustic,NO,NA,10,10,8,pearson,NA,-0.57,0.18,NA,NA,NA,NA,NA,NA,NA
2740,2017,3.98,YES,AEI,birds,T,richness,no_acoustic,NO,NA,10,10,9,pearson,NA,-0.59,0.18,NA,NA,NA,NA,NA,NA,NA
2740,2017,3.98,YES,AR,birds,T,richness,no_acoustic,NO,NA,47,47,1,pearson,NA,-0.46,NA,NA,NA,NA,NA,NA,NA,NA
2740,2017,3.98,YES,AR,birds,T,richness,no_acoustic,NO,NA,47,47,2,pearson,NA,-0.24,NA,NA,NA,NA,NA,NA,NA,NA
2740,2017,3.98,YES,AR,birds,T,richness,no_acoustic,NO,NA,50,50,3,pearson,NA,-0.08,NA,NA,NA,NA,NA,NA,NA,NA
2740,2017,3.98,YES,AR,birds,T,diversity,no_acoustic,NO,NA,47,47,1,pearson,NA,-0.45,NA,NA,NA,NA,NA,NA,NA,NA
2740,2017,3.98,YES,AR,birds,T,diversity,no_acoustic,NO,NA,47,47,2,pearson,NA,-0.24,NA,NA,NA,NA,NA,NA,NA,NA
2740,2017,3.98,YES,AR,birds,T,diversity,no_acoustic,NO,NA,50,50,3,pearson,NA,-0.1,NA,NA,NA,NA,NA,NA,NA,NA
2740,2017,3.98,YES,AR,birds,T,richness,no_acoustic,NO,NA,10,10,4,pearson,NA,-0.1,0.34,NA,NA,NA,NA,NA,NA,NA
2740,2017,3.98,YES,AR,birds,T,richness,no_acoustic,NO,NA,10,10,5,pearson,NA,-0.1,0.34,NA,NA,NA,NA,NA,NA,NA
2740,2017,3.98,YES,AR,birds,T,richness,no_acoustic,NO,NA,10,10,6,pearson,NA,-0.06,0.33,NA,NA,NA,NA,NA,NA,NA
2740,2017,3.98,YES,AR,birds,T,richness,no_acoustic,NO,NA,10,10,7,pearson,NA,-0.06,0.35,NA,NA,NA,NA,NA,NA,NA
2740,2017,3.98,YES,AR,birds,T,richness,no_acoustic,NO,NA,10,10,8,pearson,NA,-0.07,0.35,NA,NA,NA,NA,NA,NA,NA
2740,2017,3.98,YES,AR,birds,T,richness,no_acoustic,NO,NA,10,10,9,pearson,NA,-0.1,0.37,NA,NA,NA,NA,NA,NA,NA
2740,2017,3.98,YES,ACI,birds,T,richness,no_acoustic,NO,NA,47,47,1,pearson,NA,0.21,NA,NA,NA,NA,NA,NA,NA,NA
2740,2017,3.98,YES,ACI,birds,T,richness,no_acoustic,NO,NA,47,47,2,pearson,NA,-0.03,NA,NA,NA,NA,NA,NA,NA,NA
2740,2017,3.98,YES,ACI,birds,T,richness,no_acoustic,NO,NA,50,50,3,pearson,NA,0.04,NA,NA,NA,NA,NA,NA,NA,NA
2740,2017,3.98,YES,ACI,birds,T,diversity,no_acoustic,NO,NA,47,47,1,pearson,NA,0.16,NA,NA,NA,NA,NA,NA,NA,NA
2740,2017,3.98,YES,ACI,birds,T,diversity,no_acoustic,NO,NA,47,47,2,pearson,NA,0.06,NA,NA,NA,NA,NA,NA,NA,NA
2740,2017,3.98,YES,ACI,birds,T,diversity,no_acoustic,NO,NA,50,50,3,pearson,NA,0.06,NA,NA,NA,NA,NA,NA,NA,NA
2740,2017,3.98,YES,ACI,birds,T,richness,no_acoustic,NO,NA,10,10,4,pearson,NA,0.07,0.34,NA,NA,NA,NA,NA,NA,NA
2740,2017,3.98,YES,ACI,birds,T,richness,no_acoustic,NO,NA,10,10,5,pearson,NA,0.03,0.3,NA,NA,NA,NA,NA,NA,NA
2740,2017,3.98,YES,ACI,birds,T,richness,no_acoustic,NO,NA,10,10,6,pearson,NA,0.07,0.31,NA,NA,NA,NA,NA,NA,NA
2740,2017,3.98,YES,ACI,birds,T,richness,no_acoustic,NO,NA,10,10,7,pearson,NA,0.03,0.29,NA,NA,NA,NA,NA,NA,NA
2740,2017,3.98,YES,ACI,birds,T,richness,no_acoustic,NO,NA,10,10,8,pearson,NA,0.11,0.34,NA,NA,NA,NA,NA,NA,NA
2740,2017,3.98,YES,ACI,birds,T,richness,no_acoustic,NO,NA,10,10,9,pearson,NA,0.09,0.29,NA,NA,NA,NA,NA,NA,NA
2740,2017,3.98,YES,BIO,birds,T,richness,no_acoustic,NO,NA,47,47,1,pearson,NA,-0.34,NA,NA,NA,NA,NA,NA,NA,NA
2740,2017,3.98,YES,BIO,birds,T,richness,no_acoustic,NO,NA,47,47,2,pearson,NA,0.23,NA,NA,NA,NA,NA,NA,NA,NA
2740,2017,3.98,YES,BIO,birds,T,richness,no_acoustic,NO,NA,50,50,3,pearson,NA,0.37,NA,NA,NA,NA,NA,NA,NA,NA
2740,2017,3.98,YES,BIO,birds,T,diversity,no_acoustic,NO,NA,47,47,1,pearson,NA,-0.29,NA,NA,NA,NA,NA,NA,NA,NA
2740,2017,3.98,YES,BIO,birds,T,diversity,no_acoustic,NO,NA,47,47,2,pearson,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA
2740,2017,3.98,YES,BIO,birds,T,diversity,no_acoustic,NO,NA,50,50,3,pearson,NA,0.22,NA,NA,NA,NA,NA,NA,NA,NA
2740,2017,3.98,YES,BIO,birds,T,richness,no_acoustic,NO,NA,10,10,4,pearson,NA,0.19,0.29,NA,NA,NA,NA,NA,NA,NA
2740,2017,3.98,YES,BIO,birds,T,richness,no_acoustic,NO,NA,10,10,5,pearson,NA,0.22,0.29,NA,NA,NA,NA,NA,NA,NA
2740,2017,3.98,YES,BIO,birds,T,richness,no_acoustic,NO,NA,10,10,6,pearson,NA,0.22,0.26,NA,NA,NA,NA,NA,NA,NA
2740,2017,3.98,YES,BIO,birds,T,richness,no_acoustic,NO,NA,10,10,7,pearson,NA,0.23,0.3,NA,NA,NA,NA,NA,NA,NA
2740,2017,3.98,YES,BIO,birds,T,richness,no_acoustic,NO,NA,10,10,8,pearson,NA,0.23,0.28,NA,NA,NA,NA,NA,NA,NA
2740,2017,3.98,YES,BIO,birds,T,richness,no_acoustic,NO,NA,10,10,9,pearson,NA,0.2,0.32,NA,NA,NA,NA,NA,NA,NA
2740,2017,3.98,YES,NDSI,birds,T,richness,no_acoustic,NO,NA,47,47,1,pearson,NA,-0.01,NA,NA,NA,NA,NA,NA,NA,NA
2740,2017,3.98,YES,NDSI,birds,T,richness,no_acoustic,NO,NA,47,47,2,pearson,NA,0.54,NA,NA,NA,NA,NA,NA,NA,NA
2740,2017,3.98,YES,NDSI,birds,T,richness,no_acoustic,NO,NA,50,50,3,pearson,NA,0.35,NA,NA,NA,NA,NA,NA,NA,NA
2740,2017,3.98,YES,NDSI,birds,T,diversity,no_acoustic,NO,NA,47,47,1,pearson,NA,-0.01,NA,NA,NA,NA,NA,NA,NA,NA
2740,2017,3.98,YES,NDSI,birds,T,diversity,no_acoustic,NO,NA,47,47,2,pearson,NA,0.6,NA,NA,NA,NA,NA,NA,NA,NA
2740,2017,3.98,YES,NDSI,birds,T,diversity,no_acoustic,NO,NA,50,50,3,pearson,NA,0.27,NA,NA,NA,NA,NA,NA,NA,NA
2740,2017,3.98,YES,NDSI,birds,T,richness,no_acoustic,NO,NA,10,10,4,pearson,NA,0.36,0.31,NA,NA,NA,NA,NA,NA,NA
2740,2017,3.98,YES,NDSI,birds,T,richness,no_acoustic,NO,NA,10,10,5,pearson,NA,0.45,0.29,NA,NA,NA,NA,NA,NA,NA
2740,2017,3.98,YES,NDSI,birds,T,richness,no_acoustic,NO,NA,10,10,6,pearson,NA,0.32,0.34,NA,NA,NA,NA,NA,NA,NA
2740,2017,3.98,YES,NDSI,birds,T,richness,no_acoustic,NO,NA,10,10,7,pearson,NA,0.37,0.32,NA,NA,NA,NA,NA,NA,NA
2740,2017,3.98,YES,NDSI,birds,T,richness,no_acoustic,NO,NA,10,10,8,pearson,NA,0.42,0.32,NA,NA,NA,NA,NA,NA,NA
2740,2017,3.98,YES,NDSI,birds,T,richness,no_acoustic,NO,NA,10,10,9,pearson,NA,0.41,0.32,NA,NA,NA,NA,NA,NA,NA
13,2013,2.48,YES,ACI,invertebrates,A,sound_abundance,acoustic,YES,spatial,45,5,1,pearson,NA,0.83,NA,NA,NA,NA,NA,0.01,NA,NA
13,2013,2.48,YES,ADI,invertebrates,A,sound_abundance,acoustic,YES,spatial,45,5,1,pearson,NA,0.87,NA,NA,NA,NA,NA,0.01,NA,NA
37,2016,0,NO,ACI,fish,A,sound_abundance,acoustic,YES,Spatial_temporal,40,4,1,spearman,NA,0.302,NA,NA,NA,NA,NA,0.059,NA,NA
14,2016,1.22,YES,ACI,birds,T,richness,acoustic,NO,NA,8,8,1,spearman,NA,0.16,NA,NA,NA,NA,NA,0.701,NA,NA
14,2016,1.22,YES,ACI,birds,T,richness,no_acoustic,NO,NA,8,8,1,spearman,NA,0.73,NA,NA,NA,NA,NA,0.041,NA,NA
14,2016,1.22,YES,H,birds,T,richness,acoustic,NO,NA,8,8,1,spearman,NA,0.42,NA,NA,NA,NA,NA,0.3,NA,NA
14,2016,1.22,YES,H,birds,T,richness,no_acoustic,NO,NA,8,8,1,spearman,NA,0.51,NA,NA,NA,NA,NA,0.041,NA,NA
17,2015,0,NO,ACI,birds,T,richness,acoustic,YES,Temporal,30,4,1,spearman,NA,0.36,NA,NA,NA,NA,NA,0.01,NA,NA
427,2015,3.19,YES,NDSI,birds,T,richness,acoustic,NO,NA,380,380,1,LMM,NA,NA,NA,0.006,2.96,NA,17,0.009,0.017,NA
427,2015,3.19,YES,H,birds,T,richness,acoustic,NO,NA,380,380,1,LMM,NA,NA,NA,0.001,2.498,NA,17,0.023,0.003,NA
427,2015,3.19,YES,AEI,birds,T,richness,acoustic,NO,NA,380,380,1,LMM,NA,NA,NA,0.004,-1.682,NA,17,0.111,0.006,NA
427,2015,3.19,YES,ADI,birds,T,richness,acoustic,NO,NA,380,380,1,LMM,NA,NA,NA,0.007,0.768,NA,17,0.453,0.005,NA
427,2015,3.19,YES,BIO,birds,T,richness,acoustic,NO,NA,380,380,1,LMM,NA,NA,NA,6.222,-1.056,NA,17,0.306,-6.573,NA
427,2015,3.19,YES,ACI,birds,T,richness,acoustic,NO,NA,380,380,1,LMM,NA,NA,NA,7.496,0.979,NA,17,0.341,7.341,NA
6,2007,3.57,YES,BIO,birds,T,abundance,no_acoustic,NO,NA,8,8,1,lineal_regresion,0.82,0.906,0.82,NA,NA,NA,NA,NA,0.79,NA
70,2018,4.01,YES,ACI,fish,A,sound_abundance,acoustic,NO,NA,9,9,1,spearman,NA,-0.36,NA,NA,NA,NA,NA,0.328,NA,NA
70,2018,4.01,YES,ACI,fish,A,sound_abundance,acoustic,NO,NA,9,9,1,spearman,NA,-0.05,NA,NA,NA,NA,NA,0.89,NA,NA
70,2018,4.01,YES,ACI,fish,A,sound_abundance,acoustic,NO,NA,9,9,2,spearman,NA,0.52,NA,NA,NA,NA,NA,0.144,NA,NA
70,2018,4.01,YES,ACI,fish,A,sound_abundance,acoustic,NO,NA,3,3,2,spearman,NA,0.025,NA,NA,NA,NA,NA,0.447,NA,NA
70,2018,4.01,YES,ACI,fish,A,sound_richness,acoustic,NO,NA,9,9,1,spearman,NA,0.52,NA,NA,NA,NA,NA,0.144,NA,NA
70,2018,4.01,YES,ACI,fish,A,sound_richness,acoustic,NO,NA,9,9,2,spearman,NA,0.1,NA,NA,NA,NA,NA,0.787,NA,NA
70,2018,4.01,YES,ACI,fish,A,sound_abundance,acoustic,NO,NA,9,9,3,spearman,NA,0.66,NA,NA,NA,NA,NA,0.03,NA,NA
70,2018,4.01,YES,ACI,fish,A,sound_richness,acoustic,NO,NA,9,9,3,spearman,NA,0.85,NA,NA,NA,NA,NA,0.001,NA,NA
70,2018,4.01,YES,ACI,fish,A,sound_abundance,acoustic,NO,NA,10,10,2,spearman,NA,0.42,NA,NA,NA,NA,NA,0.001,NA,NA
70,2018,4.01,YES,ACI,fish,A,sound_richness,acoustic,NO,NA,10,10,2,spearman,NA,0.44,NA,NA,NA,NA,NA,0.001,NA,NA
70,2018,4.01,YES,ACI,fish,A,sound_abundance,acoustic,YES,Temporal,613,25,4,spearman,NA,0.7,NA,NA,NA,NA,NA,0,NA,NA
70,2018,4.01,YES,ACI,fish,A,sound_richness,acoustic,YES,Temporal,613,25,4,spearman,NA,0.68,NA,NA,NA,NA,NA,0,NA,NA
70,2018,4.01,YES,ACI,fish,A,sound_abundance,acoustic,YES,Temporal,613,25,4,spearman,NA,-0.25,NA,NA,NA,NA,NA,0,NA,NA
70,2018,4.01,YES,ACI,fish,A,sound_richness,acoustic,YES,Temporal,613,25,4,spearman,NA,-0.33,NA,NA,NA,NA,NA,0,NA,NA
70,2018,4.01,YES,ACI,fish,A,sound_abundance,acoustic,YES,Temporal,613,25,4,spearman,NA,-0.25,NA,NA,NA,NA,NA,0,NA,NA
70,2018,4.01,YES,ACI,fish,A,sound_richness,acoustic,YES,Temporal,613,25,4,spearman,NA,-0.28,NA,NA,NA,NA,NA,0,NA,NA
70,2018,4.01,YES,ACI,fish,A,sound_abundance,acoustic,YES,Temporal,613,25,4,spearman,NA,0.65,NA,NA,NA,NA,NA,0,NA,NA
70,2018,4.01,YES,ACI,fish,A,sound_richness,acoustic,YES,Temporal,613,25,4,spearman,NA,0.64,NA,NA,NA,NA,NA,0,NA,NA
70,2018,4.01,YES,ACI,fish,A,sound_abundance,acoustic,YES,Temporal,613,25,4,spearman,NA,0.37,NA,NA,NA,NA,NA,0,NA,NA
70,2018,4.01,YES,ACI,fish,A,sound_richness,acoustic,YES,Temporal,613,25,4,spearman,NA,0.31,NA,NA,NA,NA,NA,0,NA,NA
70,2018,4.01,YES,ACI,fish,A,sound_abundance,acoustic,YES,Temporal,613,25,4,spearman,NA,-0.08,NA,NA,NA,NA,NA,0.001,NA,NA
70,2018,4.01,YES,ACI,fish,A,sound_richness,acoustic,YES,Temporal,613,25,4,spearman,NA,-0.13,NA,NA,NA,NA,NA,0.041,NA,NA
70,2018,4.01,YES,ACI,fish,A,sound_richness,acoustic,YES,Temporal,613,25,4,spearman,NA,0.68,NA,NA,NA,NA,NA,0,NA,NA
70,2018,4.01,YES,ACI,fish,A,sound_abundance,acoustic,YES,Temporal,613,25,4,spearman,NA,0.7,NA,NA,NA,NA,NA,0,NA,NA
4,2014,1.73,YES,H,mammals,A,sound_abundance,acoustic,YES,Temporal,48,4,1,lineal_regresion,0.002,0.045,NA,NA,NA,0.1,NA,0.75,NA,NA
4,2014,1.73,YES,H,mammals,A,sound_abundance,acoustic,YES,Temporal,48,4,1,lineal_regresion,0.225,0.474,NA,NA,NA,13.48,NA,0.001,NA,NA
1177,2011,2.17,YES,H,birds,T,richness,acoustic,YES,spatial,68,5,1,pearson,NA,0.18,NA,NA,NA,NA,NA,0.02,NA,NA
2745,2008,4.81,YES,H,several,T,richness,acoustic,NO,NA,10,10,1,pearson,NA,0.938,NA,NA,NA,NA,NA,NA,NA,-0.05
2986,2017,2.72,YES,ACI,birds,T,richness,acoustic,YES,Spatial_temporal,6,6,1,pearson,NA,0.24,NA,NA,NA,NA,NA,0.001,NA,NA
54,2019,4.49,YES,H,mammals,T,sound_abundance,acoustic,NA,simulations,12,12,1,spearman,NA,1,NA,NA,NA,NA,NA,0.01,NA,NA
54,2019,4.49,YES,H,mammals,T,sound_abundance,acoustic,NA,simulations,12,12,1,pearson,NA,0.914,NA,NA,NA,NA,NA,NA,NA,NA
54,2019,4.49,YES,H,mammals,T,sound_abundance,acoustic,NA,simulations,12,12,1,pearson,NA,0.887,NA,NA,NA,NA,NA,NA,NA,NA
54,2019,4.49,YES,H,mammals,T,sound_abundance,acoustic,NA,simulations,12,12,3,pearson,NA,0.978,NA,NA,NA,NA,NA,NA,NA,NA
54,2019,4.49,YES,H,mammals,T,sound_abundance,acoustic,NA,simulations,12,12,3,pearson,NA,0.949,NA,NA,NA,NA,NA,NA,NA,NA
54,2019,4.49,YES,H,mammals,T,sound_abundance,acoustic,NA,simulations,12,12,3,pearson,NA,0.995,NA,NA,NA,NA,NA,NA,NA,NA
54,2019,4.49,YES,Hf,mammals,T,sound_abundance,acoustic,NA,simulations,12,12,1,spearman,NA,1,NA,NA,NA,NA,NA,0.01,NA,NA
54,2019,4.49,YES,Hf,mammals,T,sound_abundance,acoustic,NA,simulations,12,12,1,pearson,NA,0.931,NA,NA,NA,NA,NA,NA,NA,NA
54,2019,4.49,YES,Hf,mammals,T,sound_abundance,acoustic,NA,simulations,12,12,1,pearson,NA,0.931,NA,NA,NA,NA,NA,NA,NA,NA
54,2019,4.49,YES,Hf,mammals,T,sound_abundance,acoustic,NA,simulations,12,12,3,pearson,NA,0.997,NA,NA,NA,NA,NA,NA,NA,NA
54,2019,4.49,YES,Hf,mammals,T,sound_abundance,acoustic,NA,simulations,12,12,3,pearson,NA,0.951,NA,NA,NA,NA,NA,NA,NA,NA
54,2019,4.49,YES,Hf,mammals,T,sound_abundance,acoustic,NA,simulations,12,12,3,pearson,NA,0.986,NA,NA,NA,NA,NA,NA,NA,NA
54,2019,4.49,YES,Ht,mammals,T,sound_abundance,acoustic,NA,simulations,12,12,1,spearman,NA,1,NA,NA,NA,NA,NA,0.01,NA,NA
54,2019,4.49,YES,Ht,mammals,T,sound_abundance,acoustic,NA,simulations,12,12,1,pearson,NA,0.91,NA,NA,NA,NA,NA,NA,NA,NA
54,2019,4.49,YES,Ht,mammals,T,sound_abundance,acoustic,NA,simulations,12,12,1,pearson,NA,0.491,NA,NA,NA,NA,NA,NA,NA,NA
54,2019,4.49,YES,Ht,mammals,T,sound_abundance,acoustic,NA,simulations,12,12,3,pearson,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,2019,4.49,YES,Ht,mammals,T,sound_abundance,acoustic,NA,simulations,12,12,3,pearson,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,2019,4.49,YES,Ht,mammals,T,sound_abundance,acoustic,NA,simulations,12,12,3,pearson,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,2019,4.49,YES,M,mammals,T,sound_abundance,acoustic,NA,simulations,12,12,1,spearman,NA,1,NA,NA,NA,NA,NA,0.01,NA,NA
54,2019,4.49,YES,M,mammals,T,sound_abundance,acoustic,NA,simulations,12,12,1,pearson,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,2019,4.49,YES,M,mammals,T,sound_abundance,acoustic,NA,simulations,12,12,1,pearson,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,2019,4.49,YES,M,mammals,T,sound_abundance,acoustic,NA,simulations,12,12,3,pearson,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,2019,4.49,YES,M,mammals,T,sound_abundance,acoustic,NA,simulations,12,12,3,pearson,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,2019,4.49,YES,M,mammals,T,sound_abundance,acoustic,NA,simulations,12,12,3,pearson,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,2019,4.49,YES,ACI,mammals,T,sound_abundance,acoustic,NA,simulations,12,12,1,spearman,NA,1,NA,NA,NA,NA,NA,0.01,NA,NA
54,2019,4.49,YES,ACI,mammals,T,sound_abundance,acoustic,NA,simulations,12,12,1,pearson,NA,0.94,NA,NA,NA,NA,NA,NA,NA,NA
54,2019,4.49,YES,ACI,mammals,T,sound_abundance,acoustic,NA,simulations,12,12,1,pearson,NA,0.94,NA,NA,NA,NA,NA,NA,NA,NA
54,2019,4.49,YES,ACI,mammals,T,sound_abundance,acoustic,NA,simulations,12,12,3,pearson,NA,0.311,NA,NA,NA,NA,NA,NA,NA,NA
54,2019,4.49,YES,ACI,mammals,T,sound_abundance,acoustic,NA,simulations,12,12,3,pearson,NA,0.863,NA,NA,NA,NA,NA,NA,NA,NA
54,2019,4.49,YES,ACI,mammals,T,sound_abundance,acoustic,NA,simulations,12,12,3,pearson,NA,0.94,NA,NA,NA,NA,NA,NA,NA,NA
54,2019,4.49,YES,AR,mammals,T,sound_abundance,acoustic,NA,simulations,12,12,1,spearman,NA,1,NA,NA,NA,NA,NA,0.01,NA,NA
54,2019,4.49,YES,AR,mammals,T,sound_abundance,acoustic,NA,simulations,12,12,1,pearson,NA,0.977,NA,NA,NA,NA,NA,NA,NA,NA
54,2019,4.49,YES,AR,mammals,T,sound_abundance,acoustic,NA,simulations,12,12,1,pearson,NA,0.98,NA,NA,NA,NA,NA,NA,NA,NA
54,2019,4.49,YES,AR,mammals,T,sound_abundance,acoustic,NA,simulations,12,12,3,pearson,NA,0.987,NA,NA,NA,NA,NA,NA,NA,NA
54,2019,4.49,YES,AR,mammals,T,sound_abundance,acoustic,NA,simulations,12,12,3,pearson,NA,0.99,NA,NA,NA,NA,NA,NA,NA,NA
54,2019,4.49,YES,AR,mammals,T,sound_abundance,acoustic,NA,simulations,12,12,3,pearson,NA,0.987,NA,NA,NA,NA,NA,NA,NA,NA
60,2019,2.36,YES,ACI,fish,A,diversity,no_acoustic,NO,NA,7,7,1,lineal_regresion,NA,0.18,0.41,NA,NA,NA,NA,0.632,1.05,NA
60,2019,2.36,YES,ACI,fish,A,diversity,no_acoustic,NO,NA,7,7,2,lineal_regresion,NA,0.46,0.37,NA,NA,NA,NA,0.322,67.3,NA
60,2019,2.36,YES,ACI,fish,A,diversity,no_acoustic,NO,NA,7,7,1,lineal_regresion,NA,0.079,0.445,NA,NA,NA,NA,0.751,1.42,NA
60,2019,2.36,YES,ACI,fish,A,diversity,no_acoustic,NO,NA,7,7,2,lineal_regresion,NA,0.35,0.43,NA,NA,NA,NA,0.409,106,NA
60,2019,2.36,YES,ACI,fish,A,abundance,no_acoustic,NO,NA,7,7,1,lineal_regresion,NA,-0.35,0.38,NA,NA,NA,NA,0.388,-0.02,NA
60,2019,2.36,YES,ACI,fish,A,abundance,no_acoustic,NO,NA,7,7,2,lineal_regresion,NA,0.52,0.29,NA,NA,NA,NA,0.208,-0.75,NA
77,2017,3.98,YES,ACI,several,T,richness,acoustic,NO,NA,375,105,1,GLM,NA,NA,NA,0.43,9.674,NA,NA,NA,4.16,NA
77,2017,3.98,YES,ACI,several,T,richness,acoustic,NO,NA,375,105,2,GLM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,2017,3.98,YES,ADI,several,T,richness,acoustic,NO,NA,375,105,1,GLM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,2017,3.98,YES,ADI,several,T,richness,acoustic,NO,NA,375,105,2,GLM,NA,NA,NA,0.13,-2,NA,NA,NA,-0.26,NA
77,2017,3.98,YES,BIO,several,T,richness,acoustic,NO,NA,375,105,1,LMM,NA,NA,NA,0.2,4.75,NA,NA,NA,0.95,NA
77,2017,3.98,YES,NDSI,several,T,richness,acoustic,NO,NA,375,105,1,LMM,NA,NA,NA,0.02,4.5,NA,NA,NA,0.09,NA
80,2017,2.28,YES,H,fish,A,richness,no_acoustic,NO,NA,4,4,1,spearman,NA,0.1,NA,NA,NA,NA,NA,1,NA,NA
80,2017,2.28,YES,H,fish,A,diversity,no_acoustic,NO,NA,4,4,1,spearman,NA,-0.1,NA,NA,NA,NA,NA,0.7,NA,NA
80,2017,2.28,YES,H,fish,A,abundance,no_acoustic,NO,NA,4,4,1,spearman,NA,0.1,NA,NA,NA,NA,NA,1,NA,NA
80,2017,2.28,YES,H,fish,A,richness,no_acoustic,NO,NA,4,4,1,spearman,NA,-0.05,NA,NA,NA,NA,NA,0.8,NA,NA
80,2017,2.28,YES,H,fish,A,diversity,no_acoustic,NO,NA,4,4,1,spearman,NA,-0.2,NA,NA,NA,NA,NA,0.2,NA,NA
80,2017,2.28,YES,H,fish,A,abundance,no_acoustic,NO,NA,4,4,1,spearman,NA,0.2,NA,NA,NA,NA,NA,0.6,NA,NA
80,2017,2.28,YES,H,fish,A,richness,no_acoustic,NO,NA,4,4,1,spearman,NA,0.7,NA,NA,NA,NA,NA,0,NA,NA
80,2017,2.28,YES,H,fish,A,abundance,no_acoustic,NO,NA,4,4,1,spearman,NA,0.7,NA,NA,NA,NA,NA,0,NA,NA
80,2017,2.28,YES,H,fish,A,richness,no_acoustic,NO,NA,4,4,2,spearman,NA,0.5,NA,NA,NA,NA,NA,0.2,NA,NA
80,2017,2.28,YES,H,fish,A,diversity,no_acoustic,NO,NA,4,4,2,spearman,NA,-0.1,NA,NA,NA,NA,NA,0.8,NA,NA
80,2017,2.28,YES,H,fish,A,abundance,no_acoustic,NO,NA,4,4,2,spearman,NA,0.3,NA,NA,NA,NA,NA,0.3,NA,NA
80,2017,2.28,YES,H,fish,A,richness,no_acoustic,NO,NA,4,4,2,spearman,NA,0,NA,NA,NA,NA,NA,0.8,NA,NA
80,2017,2.28,YES,H,fish,A,diversity,no_acoustic,NO,NA,4,4,2,spearman,NA,-0.3,NA,NA,NA,NA,NA,0.3,NA,NA
80,2017,2.28,YES,H,fish,A,abundance,no_acoustic,NO,NA,4,4,2,spearman,NA,0.3,NA,NA,NA,NA,NA,0.2,NA,NA
80,2017,2.28,YES,H,fish,A,richness,no_acoustic,NO,NA,4,4,2,spearman,NA,0.6,NA,NA,NA,NA,NA,0,NA,NA
80,2017,2.28,YES,H,fish,A,abundance,no_acoustic,NO,NA,4,4,2,spearman,NA,0.6,NA,NA,NA,NA,NA,0.2,NA,NA
80,2017,2.28,YES,H,fish,A,diversity,no_acoustic,NO,NA,4,4,3,spearman,NA,0.3,NA,NA,NA,NA,NA,0.5,NA,NA
80,2017,2.28,YES,H,fish,A,abundance,no_acoustic,NO,NA,4,4,3,spearman,NA,0,NA,NA,NA,NA,NA,1,NA,NA
80,2017,2.28,YES,H,fish,A,richness,no_acoustic,NO,NA,4,4,3,spearman,NA,-0.1,NA,NA,NA,NA,NA,0.8,NA,NA
80,2017,2.28,YES,H,fish,A,richness,no_acoustic,NO,NA,4,4,3,spearman,NA,-0.2,NA,NA,NA,NA,NA,0.2,NA,NA
80,2017,2.28,YES,H,fish,A,diversity,no_acoustic,NO,NA,4,4,3,spearman,NA,-0.1,NA,NA,NA,NA,NA,0.8,NA,NA
80,2017,2.28,YES,H,fish,A,abundance,no_acoustic,NO,NA,4,4,3,spearman,NA,-0.05,NA,NA,NA,NA,NA,0.8,NA,NA
80,2017,2.28,YES,H,fish,A,richness,no_acoustic,NO,NA,4,4,3,spearman,NA,0.4,NA,NA,NA,NA,NA,0.3,NA,NA
